Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions
,,,,,,,,,118.218,47.72799766,96.36223548,88.45285796,102,
,,,,,,,,,108.534,71.67268328,61.09255858,96.73490967,112,
,,,,,,,,,121.65,52.56406051,66.07304859,84.1645206,102,
,,,,,,,,,109.18,15.32613302,61.83067003,76.02909046,102,
,,,,,,,,,114.496,35.70568305,63.03921522,98.51371263,99,
,,,,,,,,,101.604,41.60345958,67.98047406,55.32956763,94,
,,,,,,,,,125.862,54.99226626,88.18375289,79.87407124,98,
,,,,,,,,,84.918,51.01985622,74.12106353,74.52791851,93,
,,,,,,,,,101.91,39.04281657,80.3487365,61.71042925,96,
,,,,,,,,,101.328,56.86186997,74.55068626,76.24885023,107,
,,,,,,,,,113.17,76.68522452,70.59978602,91.72015493,87,
,,,,,,,,,116.416,46.75706959,83.50176558,72.85270138,114,
,,,,,,,,,101.68,72.11089081,93.05657084,76.79286761,74,
,,,,,,,,,100.268,64.12631676,98.90834906,89.09457544,96,
,,,,,,,,,67.898,68.27325639,81.66905142,91.33795362,200,
,,,,,,,,,119.798,73.68472145,92.82290972,70.06477113,103,
,,,,,,,,,97.032,30.81631967,85.15519757,83.15790758,87,
,,,,,,,,,90.164,57.36392359,72.10774961,75.27504444,105,
,,,,,,,,,72.918,65.82161765,72.79619858,68.75722703,174,
,,,,,,,,,103.388,57.37511984,86.24590419,93.47464664,95,
,,,,,,,,,104.002,10.70989248,73.7632133,84.71974394,95,
,,,,,,,,,116.21,62.53871333,95.31815037,83.73937283,88,
,,,,,,,,,115.048,46.38645636,64.57138646,85.62379013,115,
,,,,,,,,,107.7,77.17293455,71.76095008,95.96536367,92,
,,,,,,,,,89.038,16.60929208,74.13769514,75.89062581,89,
,,,,,,,,,77.548,62.43327123,97.36777713,67.24959547,196,
,,,,,,,,,131.072,45.00483867,70.12376593,77.64171965,103,
,,,,,,,,,105.858,22.79201426,87.8743213,91.86213818,116,
,,,,,,,,,114.836,75.18081074,97.05104074,82.11431599,92,
,,,,,,,,,81.826,15.03184423,61.29208872,75.70302579,95,
,,,,,,,,,136.112,73.53384318,68.79534522,60.04615174,105,
,,,,,,,,,97.51,34.40358443,76.28988606,71.07077272,87,
,,,,,,,,,116.986,46.82521121,87.98978564,63.80730336,93,
,,,,,,,,,112.98,20.34540086,98.41547325,92.80197397,103,
,,,,,,,,,147.802,66.05405255,72.43196461,65.23565729,107,
,,,,,,,,,83.512,10.35662556,93.75431072,63.58984266,99,
,,,,,,,,,130.766,12.44952445,72.40459103,71.21154716,91,
,,,,,,,,,129.146,78.34521699,81.8252368,86.07529508,102,
,,,,,,,,,90.206,60.24437618,84.63345213,91.59220046,95,
,,,,,,,,,77.592,68.90965783,95.66375527,59.1365492,205,
,,,,,,,,,109.234,18.45922425,84.4922721,51.58554441,104,
,,,,,,,,,119.028,37.99650311,95.87399879,57.63531001,96,
,,,,,,,,,78.124,57.90905078,72.56344653,75.31690826,192,
,,,,,,,,,170.228,50.25399963,61.60052361,71.65973274,98,
,,,,,,,,,102.188,77.26846143,94.32105024,98.11337154,120,
,,,,,,,,,87.49,23.0022763,97.78187542,74.4425879,93,
,,,,,,,,,106.392,48.35056567,74.18426178,50.35202175,93,
,,,,,,,,,118.316,33.32607298,85.50301119,71.52275033,77,
,,,,,,,,,111.95,49.56318135,94.54230558,95.65702431,91,
,,,,,,,,,83.128,45.29899898,94.65796889,89.76462947,102,
,,,,,,,,,101.954,77.70544972,90.90301063,72.84989117,76,
,,,,,,,,,122.874,78.49782773,67.64910378,51.80548618,105,
,,,,,,,,,93.182,29.16457688,92.39514147,63.84323717,78,
,,,,,,,,,167.932,59.32853033,97.96367726,79.51155081,121,
,,,,,,,,,107.568,37.62252462,72.78899398,56.65118215,101,
,,,,,,,,,118.576,30.42890267,61.81771171,50.33518627,102,
,,,,,,,,,127.432,35.60998127,61.53408489,99.23877681,111,
,,,,,,,,,89.362,14.24751098,61.3420554,84.73146518,101,
,,,,,,,,,88.204,53.09652476,88.87928538,80.35776009,96,
,,,,,,,,,111.32,67.55229728,76.48090303,87.6883003,108,
,,,,,,,,,71.614,73.7522984,97.04442843,82.62151469,200,
,,,,,,,,,116.788,43.15843841,95.15293302,61.47858381,86,
,,,,,,,,,134.756,41.58721046,72.07839337,82.95678884,110,
,,,,,,,,,165.72,44.01845399,85.33961571,73.16140722,94,
,,,,,,,,,133.09,59.15117594,97.35095949,95.47430829,117,
,,,,,,,,,154,12.92888884,98.00781631,77.01801622,104,
,,,,,,,,,103.004,51.24509222,88.42935274,85.79773411,108,
,,,,,,,,,106.398,23.70817613,63.11062078,58.01549284,86,
,,,,,,,,,109.06,59.82636112,89.22600882,78.86212666,109,
,,,,,,,,,152.58,28.06116866,70.06825464,71.04991228,103,
,,,,,,,,,100.058,50.05231849,94.20648343,65.98092744,86,
,,,,,,,,,62.24,63.89700014,66.39323837,89.83253021,183,
,,,,,,,,,84.328,15.86214687,76.52075532,89.66378819,97,
,,,,,,,,,134.778,12.49494294,88.02051582,84.98949597,111,
,,,,,,,,,88.45,52.08379174,74.50405236,66.68950466,106,
,,,,,,,,,126.432,11.14719702,84.39075784,75.13691053,102,
,,,,,,,,,69.358,34.58598086,84.23750384,96.30747395,210,
,,,,,,,,,88.674,53.25526197,87.17859489,74.34077856,101,
,,,,,,,,,114.57,35.91810753,99.20819387,98.31850847,104,
,,,,,,,,,139.114,59.48784094,98.05202933,74.6971759,90,
,,,,,,,,,80.82,47.52084397,86.47529235,62.29024167,80,
,,,,,,,,,153.33,11.95066591,91.34589448,53.13247182,93,
,,,,,,,,,122.768,32.30488464,68.15896359,72.60197766,86,
,,,,,,,,,133.384,33.90393833,83.90025418,99.43336123,99,
,,,,,,,,,109.662,35.8106881,96.41098032,73.33721739,101,
,,,,,,,,,71.83,10.41706003,91.73054815,54.27263214,204,
,,,,,,,,,101.818,15.74217219,82.32164032,55.93299877,109,
,,,,,,,,,125.44,69.07503924,66.86089704,82.76547576,111,
,,,,,,,,,103.424,29.49041198,99.52692986,55.3907138,97,
,,,,,,,,,116.934,15.95157513,69.28342327,70.36979181,110,
,,,,,,,,,104.852,46.02837611,95.07805289,70.93317876,92,
,,,,,,,,,107.222,37.18885823,85.21091472,76.11057902,96,
,,,,,,,,,95.478,53.70187132,80.61943484,82.03401472,112,
,,,,,,,,,79.462,78.6774212,78.60290843,51.75533245,174,
,,,,,,,,,104.822,32.4532158,90.33296771,90.64102076,94,
,,,,,,,,,72.404,60.91406663,74.92646849,93.41446805,200,
,,,,,,,,,110.864,52.61384748,61.71846655,56.4421975,101,
,,,,,,,,,79.6,75.17980169,97.82481157,77.2640937,200,
,,,,,,,,,95.27,33.34816612,79.92271422,81.46217747,96,
,,,,,,,,,172.586,47.92375428,87.97602689,96.05937856,107,
,,,,,,,,,80.232,29.15169186,76.15802474,59.71996531,95,
,,,,,,,,,108.656,57.11884449,60.61670473,62.04890997,100,
,,,,,,,,,124.982,64.31233421,97.57534776,56.93156571,105,
,,,,,,,,,67.978,14.64318446,75.39685787,90.81912199,199,
,,,,,,,,,89.538,11.6033881,79.72631565,55.79698017,96,
,,,,,,,,,112.456,32.51411985,85.89812333,53.60334048,110,
,,,,,,,,,104.27,35.4772111,97.94496888,61.85946841,99,
,,,,,,,,,74.322,17.33876512,73.27844464,69.29355447,182,
,,,,,,,,,101.202,74.49678732,81.70265027,73.13795649,102,
,,,,,,,,,65.656,61.43266451,71.65132494,72.28471226,189,
,,,,,,,,,135.994,26.00448254,84.1931431,50.37936357,104,
,,,,,,,,,158.908,61.55963752,82.26486192,96.73299686,115,
,,,,,,,,,157.244,49.50750353,78.66697333,68.70702209,80,
,,,,,,,,,106.088,16.95212524,69.84854506,56.87363537,102,
,,,,,,,,,109.774,31.38525334,69.66036612,86.00149396,106,
,,,,,,,,,124.824,69.20353681,86.23399855,76.20567005,97,
,,,,,,,,,75.748,23.13984869,83.11868113,80.37651237,198,
,,,,,,,,,74.278,33.82142423,98.42255121,79.76081015,186,
,,,,,,,,,104.814,61.1869283,80.82425548,83.04605931,97,
,,,,,,,,,92.08,52.86049434,89.90499411,60.29401714,105,
,,,,,,,,,119.156,62.14989072,86.14167716,74.42884741,91,
,,,,,,,,,174.862,53.69393279,70.64970424,53.43877533,93,
,,,,,,,,,118.542,13.16102369,82.76797966,68.9423741,110,
,,,,,,,,,116.432,20.62183798,70.07485505,76.07731061,89,
,,,,,,,,,101.194,11.48142933,67.47889016,83.0059609,96,
,,,,,,,,,88.398,66.19934643,93.67681867,82.46989586,104,
,,,,,,,,,97.908,49.71372613,77.04310562,71.20786777,87,
,,,,,,,,,118.14,49.43586892,67.285135,59.50213537,89,
,,,,,,,,,136.65,72.19941709,74.50434788,81.86773333,114,
,,,,,,,,,108.094,59.32661749,64.16476259,75.16900638,86,
,,,,,,,,,132.554,78.51012745,75.1294236,84.32893054,115,
,,,,,,,,,96.992,30.46226057,95.3649243,58.97776665,121,
,,,,,,,,,87.19,79.7733522,79.34566717,87.74105251,85,
,,,,,,,,,96.92,59.49495663,71.6663545,75.5678773,86,
,,,,,,,,,135.808,13.47682921,68.73424967,55.51017979,93,
,,,,,,,,,116.604,21.30039564,72.65509944,67.94471428,95,
,,,,,,,,,73.622,49.70253269,97.35662415,76.53529785,220,
,,,,,,,,,109.308,69.84404195,95.68401749,50.42416452,114,
,,,,,,,,,105.352,51.45589021,91.41757959,96.35558572,105,
,,,,,,,,,84.402,58.19776301,94.89217724,67.22150952,108,
,,,,,,,,,111.136,23.67296357,85.84609952,76.25993385,94,
,,,,,,,,,156.076,20.60411522,77.29434783,64.45924334,100,
,,,,,,,,,138.864,22.55441183,72.81545177,93.92670364,104,
,,,,,,,,,85.506,20.03102062,98.04005329,86.78040792,108,
,,,,,,,,,159.45,19.84028385,63.81795884,89.37003435,95,
,,,,,,,,,105.636,75.8471296,91.3910243,90.04046821,100,
,,,,,,,,,99.936,28.48128562,97.10488077,83.84436405,122,
,,,,,,,,,81.566,39.18860802,90.29698665,74.25494397,99,
,,,,,,,,,112.932,36.04835698,76.04394661,63.46026812,98,
,,,,,,,,,95.05,17.71046832,75.95141095,58.44915877,95,
,,,,,,,,,133.556,43.79905191,87.8569924,50.02041106,97,
,,,,,,,,,138.116,63.38927673,70.39440918,83.88631977,105,
,,,,,,,,,83.218,78.5144433,84.77985762,81.52729006,113,
,,,,,,,,,78.036,73.63301728,88.61923992,96.99891315,226,
,,,,,,,,,128.032,59.53285814,95.56794713,58.84368915,96,
,,,,,,,,,94.532,73.55293694,88.93718309,94.28449265,113,
,,,,,,,,,128.172,46.07499581,96.68631643,61.01630731,92,
,,,,,,,,,136.668,68.68059039,64.79869822,75.02046495,115,
,,,,,,,,,104.748,37.59093623,62.4937249,51.50287197,103,
,,,,,,,,,103.15,63.05276316,65.63547804,87.17902795,82,
,,,,,,,,,151.38,28.6781168,63.72052985,91.91475383,88,
,,,,,,,,,118.398,68.02692808,81.86519321,50.13300601,95,
,,,,,,,,,112.69,11.87075318,78.07662122,74.91242849,88,
,,,,,,,,,66.42,65.0107019,61.2270766,63.44865875,189,
,,,,,,,,,100.93,50.50184553,92.58708197,55.67123828,96,
,,,,,,,,,137.258,69.03073897,65.35977951,71.75749107,109,
,,,,,,,,,78.154,69.83115832,99.51877922,81.53004614,204,
,,,,,,,,,135.724,13.371332,82.91261017,56.90585036,96,
,,,,,,,,,123.546,73.72268197,91.7421815,59.99914507,98,
,,,,,,,,,106.206,15.43760999,70.60216984,88.30448402,93,
,,,,,,,,,121.76,74.9136375,96.36160098,67.28426633,95,
,,,,,,,,,122.296,39.23957589,72.14366066,90.34472216,102,
,,,,,,,,,116.766,65.05971544,97.17397209,66.11567826,91,
,,,,,,,,,151.346,26.11790229,92.04310582,97.05554155,123,
,,,,,,,,,124.484,66.8217718,66.85109894,75.35041167,98,
,,,,,,,,,111.946,62.19535879,93.73792658,94.35033504,107,
,,,,,,,,,109.95,35.17813947,88.07784747,54.8855965,102,
,,,,,,,,,96.19,53.19884631,92.93151496,96.37255987,104,
,,,,,,,,,111.682,65.19018984,79.29286495,89.45478565,108,
,,,,,,,,,122.332,10.44930301,92.98046114,97.60245061,101,
,,,,,,,,,109.654,38.28543553,83.56232256,72.45141531,95,
,,,,,,,,,119.32,44.34119318,95.90620775,84.09417899,103,
,,,,,,,,,101.914,60.36060045,67.49480826,68.81976635,94,
,,,,,,,,,121.89,50.55237849,85.61905302,52.49823819,82,
,,,,,,,,,97.836,37.83035346,60.94113494,82.2941075,95,
,,,,,,,,,65.952,56.58559965,93.39447666,77.71993087,204,
,,,,,,,,,178.502,70.60941767,86.29113376,57.41883428,94,
,,,,,,,,,106.716,41.16032711,60.74958914,72.02493693,98,
,,,,,,,,,123.882,23.77968896,67.29158077,76.86070925,94,
,,,,,,,,,151.426,14.15952071,86.74781272,87.21315236,101,
,,,,,,,,,127.258,12.44081991,64.84570129,90.96615043,97,
,,,,,,,,,85.102,46.55998074,62.73586347,72.89573983,98,
,,,,,,,,,101.292,32.93174996,90.4618778,51.86337867,83,
,,,,,,,,,74.978,26.98917389,63.46406128,82.63968339,204,
,,,,,,,,,97.488,59.38031958,91.14595424,51.25950749,107,
,,,,,,,,,114.354,30.99134813,81.52236099,57.08154343,110,
,,,,,,,,,78.89,19.13859015,79.85699937,87.54160406,195,
,,,,,,,,,143.51,37.86437549,84.02560217,93.55053757,90,
,,,,,,,,,120.154,68.69598778,75.20340197,80.18109395,97,
,,,,,,,,,83.76,19.35027321,69.73228985,94.51790934,94,
,,,,,,,,,124.552,37.9183987,65.23851753,52.83721861,92,
,,,,,,,,,73.946,48.305741,99.48367097,74.27093112,212,
,,,,,,,,,126.794,35.16738696,61.64954494,87.51945214,93,
,,,,,,,,,118.31,14.48973896,77.18875728,80.74274526,99,
,,,,,,,,,103.812,36.14969905,61.39309199,56.91461262,99,
,,,,,,,,,82.59,51.69504186,62.05086332,71.25273919,105,
,,,,,,,,,88.87,13.02413982,79.70781038,68.72316486,101,
,,,,,,,,,125.832,69.08432167,84.06318701,59.04179482,77,
,,,,,,,,,102.246,45.08874741,88.35686219,72.53804252,101,
,,,,,,,,,117.11,10.01514777,93.53525002,98.88971416,108,
,,,,,,,,,109.878,26.06135583,97.07465211,64.05057249,114,
,,,,,,,,,116.634,26.17380628,87.45799558,70.87896041,88,
,,,,,,,,,104.608,45.164294,67.10163101,59.56633337,109,
,,,,,,,,,110.346,58.19924724,80.71961834,63.24088447,109,
,,,,,,,,,109.516,17.19419063,62.21684685,59.79456758,106,
,,,,,,,,,76.958,35.96256473,78.79587842,91.81748392,206,
,,,,,,,,,105.8,65.46457807,76.04849608,55.33384563,115,
,,,,,,,,,104.714,78.2919877,95.54174568,79.63954091,121,
,,,,,,,,,86.602,23.25540585,88.68175361,64.18856627,120,
,,,,,,,,,91.798,46.13943364,98.47052918,53.96959875,91,
,,,,,,,,,115.72,47.99423607,73.86739154,55.28383874,87,
,,,,,,,,,135.072,42.77261991,68.59220904,99.5720556,109,
,,,,,,,,,117.128,25.74486998,60.347484,86.76420059,114,
,,,,,,,,,75.178,75.41437002,85.09973595,80.59564496,207,
,,,,,,,,,61.924,40.6730215,79.37956017,59.85296127,195,
,,,,,,,,,130.662,15.30706614,92.94572426,72.63150142,92,
,,,,,,,,,82.022,63.65695742,62.46286951,98.66150274,96,
,,,,,,,,,114.562,43.19312176,84.1803717,92.13191732,103,
,,,,,,,,,93.74,19.79338232,64.4837703,94.13165301,109,
,,,,,,,,,111.106,38.87563789,70.99652063,96.25670511,104,
,,,,,,,,,126.976,26.55459739,77.61915309,53.66461685,96,
,,,,,,,,,106.95,24.61777598,66.96351485,50.59484075,87,
,,,,,,,,,124.068,33.81628887,81.97762251,52.65435264,106,
,,,,,,,,,111.75,72.74189995,86.43192342,91.80102952,82,
,,,,,,,,,136.208,59.36680694,84.02708475,99.97141914,111,
,,,,,,,,,135.422,69.53535487,90.13519585,91.04364045,92,
,,,,,,,,,126.15,26.78805703,91.34144287,70.87850595,99,
,,,,,,,,,88.772,69.56415246,94.6875324,87.66729682,88,
,,,,,,,,,69.744,69.04166275,81.74737521,98.632787,226,
,,,,,,,,,149.566,35.90127508,98.81834852,67.7968054,110,
,,,,,,,,,81.632,51.01737992,74.46618123,75.76432404,101,
,,,,,,,,,100.314,48.1361158,94.37058636,53.23950425,95,
,,,,,,,,,120.076,75.60851299,87.13149233,95.7726899,99,
,,,,,,,,,95.366,61.93589622,84.4500358,84.17121812,100,
,,,,,,,,,120.708,67.97641093,64.48021602,72.44227281,113,
,,,,,,,,,141.922,62.66203696,98.81471109,88.45749693,95,
,,,,,,,,,101.656,44.19830154,85.4784089,55.2041185,101,
,,,,,,,,,72.734,41.94145541,67.62223638,56.82776095,211,
,,,,,,,,,121.298,43.52913556,70.73298662,67.11273228,95,
,,,,,,,,,120.866,62.58130305,79.2637809,60.49969987,103,
,,,,,,,,,85.876,77.60038794,69.07946339,93.82721441,103,
,,,,,,,,,142.53,37.53259195,61.31548024,58.60256271,94,
,,,,,,,,,165.548,66.3884604,84.27019514,97.76711227,106,
,,,,,,,,,95.69,62.15427555,65.87256414,97.93975178,96,
,,,,,,,,,139.814,60.66782512,89.86310922,67.76099255,104,
,,,,,,,,,124.238,45.31391537,95.89975388,64.66985126,82,
,,,,,,,,,167.45,29.75463472,93.64001904,88.24794671,97,
,,,,,,,,,107.688,46.36982597,77.5381562,52.79664532,111,
,,,,,,,,,87.228,13.94525494,62.15498519,74.47510554,115,
,,,,,,,,,86.728,39.05878135,81.98210305,94.41137972,104,
,,,,,,,,,132.346,57.68067293,74.72818634,97.48587084,95,
,,,,,,,,,123.552,54.22720493,69.94906609,61.12748281,106,
,,,,,,,,,135.452,27.60173282,98.60648685,94.8554041,103,
,,,,,,,,,139.604,13.67538225,64.8026009,75.82216392,104,
,,,,,,,,,76.634,42.5140057,77.30084199,88.7778485,178,
,,,,,,,,,145.59,61.49798636,69.48769298,80.76980846,88,
,,,,,,,,,96.346,78.90804066,73.84665643,96.01827737,97,
,,,,,,,,,65.024,14.1901508,64.2711481,93.86865556,196,
,,,,,,,,,143.424,38.62370468,78.15085245,60.00524665,88,
,,,,,,,,,136.976,10.53851202,72.38550164,78.32582643,96,
,,,,,,,,,64.564,16.07763108,70.82178621,56.02360616,188,
,,,,,,,,,154.322,53.36605306,92.25815693,58.34211015,112,
,,,,,,,,,93.994,79.46125987,83.85404422,75.53268565,117,
,,,,,,,,,175.812,59.31558892,62.15066564,82.50845764,94,
,,,,,,,,,108.988,72.43082797,60.29776998,57.77479281,110,
,,,,,,,,,89.556,46.36283102,61.46128271,65.52171392,89,
,,,,,,,,,162.414,37.54532533,95.8292394,90.06726676,92,
,,,,,,,,,87.244,32.87741879,80.65714437,54.30056108,82,
,,,,,,,,,130.916,74.24953671,61.79975252,65.08831092,119,
,,,,,,,,,119.094,50.56812233,62.73516924,72.86556499,109,
,,,,,,,,,121.03,51.31053975,61.59906932,71.21894178,108,
,,,,,,,,,158.548,41.28928228,98.91784367,53.10708222,96,
,,,,,,,,,67.314,68.63570392,78.91270549,53.33647139,214,
,,,,,,,,,93.952,42.1438537,76.27695882,85.28872148,107,
,,,,,,,,,176.042,19.04912645,70.90132518,81.74292666,97,
,,,,,,,,,116.944,31.90919479,78.53036774,98.23111386,80,
,,,,,,,,,102.692,32.19949024,94.0236219,69.87356692,90,
,,,,,,,,,67.986,52.09497512,75.04004024,65.3266013,194,
,,,,,,,,,93.766,77.62982411,94.80471551,97.08546662,102,
,,,,,,,,,95.03,52.95791774,70.49877978,56.23596624,97,
,,,,,,,,,90.808,24.31145345,71.39466698,55.29953457,116,
,,,,,,,,,127.032,44.16129015,95.56076342,63.72285043,95,
,,,,,,,,,130.322,54.83947873,84.46678243,66.7323162,106,
,,,,,,,,,101.732,24.13510228,97.06858862,57.57775746,103,
,,,,,,,,,148.824,77.06453164,87.09707383,59.88941557,97,
,,,,,,,,,107.696,37.854744,85.48663771,78.45912915,103,
,,,,,,,,,121.372,53.31986375,65.94824893,57.03491362,79,
,,,,,,,,,91.774,49.95351356,96.1011973,56.51424276,124,
,,,,,,,,,89.468,76.16025321,62.02392422,52.94111914,96,
,,,,,,,,,72.48,62.41487531,61.30357872,69.40371458,214,
,,,,,,,,,123.41,49.14556876,83.0417413,54.41185399,102,
,,,,,,,,,116.324,51.58096434,91.14397533,94.10662932,100,
,,,,,,,,,111.772,33.88765016,61.92868695,65.42685551,106,
,,,,,,,,,83.28,73.46707646,96.01530814,64.90201308,87,
,,,,,,,,,103.142,42.66052585,60.84986086,98.48701646,105,
,,,,,,,,,137.436,37.26270673,98.88191911,59.86768345,108,
,,,,,,,,,129.708,59.1196498,98.81433997,80.53190015,103,
,,,,,,,,,96.036,58.07160958,83.79354913,66.35387468,101,
,,,,,,,,,81.39,46.74979556,92.11198436,51.40957688,117,
,,,,,,,,,116.284,27.05161851,87.87208277,59.20155066,91,
,,,,,,,,,155.456,36.57965098,88.93452184,54.40553062,87,
,,,,,,,,,97.27,27.57526361,65.62388408,88.18358072,112,
,,,,,,,,,106.406,78.09186958,80.78515346,62.27755139,91,
,,,,,,,,,170.992,40.21941835,60.89362458,98.20670817,94,
,,,,,,,,,74.166,63.95548639,92.62771433,87.22685728,215,
,,,,,,,,,129.828,57.49003076,93.82073885,65.12666687,102,
,,,,,,,,,101.348,56.06126947,88.32794502,70.12050243,86,
,,,,,,,,,110.774,17.0195977,65.68483829,97.89657011,95,
,,,,,,,,,111.856,11.10166604,87.47049624,69.38481392,100,
,,,,,,,,,100.79,68.90453366,98.27838964,66.54206633,106,
,,,,,,,,,72.992,63.89619188,89.42920848,55.81833606,200,
,,,,,,,,,89.98,33.76418208,67.18299835,87.14907385,101,
,,,,,,,,,170.042,44.25482227,86.49807368,72.16726485,102,
,,,,,,,,,136.144,68.49853622,60.0039329,90.39219475,107,
,,,,,,,,,74.196,43.81814662,92.43250976,73.69984478,214,
,,,,,,,,,120.378,16.44092417,98.36659622,84.42272402,90,
,,,,,,,,,104.714,31.8351308,94.54482853,74.1593825,103,
,,,,,,,,,107.39,36.84296959,83.0027193,82.49835732,89,
,,,,,,,,,92.956,57.43776448,98.80815408,93.79439862,88,
,,,,,,,,,127.406,39.46179394,78.1088406,57.52277982,89,
,,,,,,,,,97.228,59.76138073,98.82920978,58.85276614,81,
,,,,,,,,,73.96,77.88182105,68.25914563,58.70243285,201,
,,,,,,,,,100.152,44.67388194,78.62393758,69.91151544,95,
,,,,,,,,,104.29,11.29818927,90.31192391,63.21025321,127,
,,,,,,,,,99.874,24.54103012,97.23888128,97.50813469,101,
,,,,,,,,,132.4,59.13237298,67.60120848,62.40647746,100,
,,,,,,,,,104.272,48.08677089,88.70954051,75.02216595,100,
,,,,,,,,,119.032,58.09420027,60.03815609,66.79705015,99,
,,,,,,,,,114.47,57.17804992,65.24165332,51.46634924,93,
,,,,,,,,,104.522,50.97962682,78.53146317,62.0117546,111,
,,,,,,,,,91.43,45.24144898,68.26178604,99.65445975,104,
,,,,,,,,,140.614,69.66078056,73.64812143,97.1719069,99,
,,,,,,,,,109.11,42.73875999,71.99867953,88.56755582,100,
,,,,,,,,,94.08,69.35335772,99.3560266,88.94762724,106,
,,,,,,,,,160.534,55.75770925,65.87748599,88.00140911,101,
,,,,,,,,,137.84,68.35608377,73.77419412,57.62078602,89,
,,,,,,,,,79.734,71.77749075,77.39385631,72.45537182,201,
,,,,,,,,,171.156,32.15979782,94.08751572,68.19209292,97,
,,,,,,,,,113.432,53.82969157,61.35058981,81.92334192,110,
,,,,,,,,,89.446,39.04274869,61.39389403,73.92810318,112,
,,,,,,,,,123.16,33.71458025,85.26876993,60.55460141,96,
,,,,,,,,,127.114,56.64277496,66.01662473,58.97702544,113,
,,,,,,,,,135.276,63.57414296,96.73684059,91.15047969,102,
,,,,,,,,,97.076,49.08565509,87.21795044,76.05257951,100,
,,,,,,,,,118.452,64.38422652,87.98786079,65.09889084,100,
,,,,,,,,,148.764,34.66528425,83.77264496,64.79219679,104,
,,,,,,,,,80.686,37.02094974,79.19656413,90.36626074,108,
,,,,,,,,,136.856,74.27716053,69.25860534,56.88088204,98,
,,,,,,,,,155.3,53.0273917,83.2832398,66.77634559,93,
,,,,,,,,,67.808,19.63725822,95.81662027,59.36284952,188,
,,,,,,,,,84.032,34.82958428,80.91857721,72.00163773,93,
,,,,,,,,,105.352,25.31309657,62.49042123,91.85969721,97,
,,,,,,,,,106.464,23.166832,92.98850331,61.15733452,96,
,,,,,,,,,80.822,67.83422187,66.4767624,61.19639979,99,
,,,,,,,,,75.638,19.25076219,97.1663614,98.41205705,201,
,,,,,,,,,144.264,68.86756941,65.78426313,75.11240052,111,
,,,,,,,,,67.786,23.7729394,63.95149473,98.29241322,197,
,,,,,,,,,135.754,50.87829002,90.02380509,99.72673991,116,
,,,,,,,,,93.972,31.26187198,72.77832406,62.39644125,105,
,,,,,,,,,82.892,73.80129732,89.33461815,96.80503136,92,
,,,,,,,,,141.48,62.12262759,62.78812984,54.68179682,98,
,,,,,,,,,106.292,57.88310981,78.47412199,89.89996156,107,
,,,,,,,,,110.162,44.79417466,83.55332286,72.12537657,101,
,,,,,,,,,122.516,33.32403405,92.1939568,78.48616049,98,
,,,,,,,,,89.442,48.54327688,70.15026772,70.59734717,92,
,,,,,,,,,106.772,26.65963857,99.78813756,50.14521037,99,
,,,,,,,,,72.234,12.07133694,74.47453488,85.35179134,190,
,,,,,,,,,114.994,44.65879115,78.57018307,67.99096176,110,
,,,,,,,,,99.502,55.62477934,66.0887819,98.79616602,96,
,,,,,,,,,82.016,72.28196294,87.70132081,86.96149388,101,
,,,,,,,,,136.382,48.73850428,99.06865291,83.85521297,98,
,,,,,,,,,99.894,41.48861239,86.85551186,91.84470226,108,
,,,,,,,,,67.598,76.19142814,79.41475057,91.66111882,213,
,,,,,,,,,126.946,12.63027377,73.23221385,70.64135405,122,
,,,,,,,,,99.902,68.79889949,92.69227318,75.27906676,102,
,,,,,,,,,123.074,47.0131639,86.15945307,86.91010101,109,
,,,,,,,,,88.89,65.31003618,89.65311066,69.72125967,101,
,,,,,,,,,88.504,39.53667293,85.50568692,86.30294048,97,
,,,,,,,,,90.39,11.03682031,65.68884434,78.14857741,116,
,,,,,,,,,120.862,70.73644603,82.71714902,58.63761531,103,
,,,,,,,,,122.982,24.22580055,77.92189981,81.46279532,113,
,,,,,,,,,108.792,65.9829068,61.82042831,78.75514214,86,
,,,,,,,,,172.174,56.10482619,94.46499962,70.78124529,93,
,,,,,,,,,67.44,18.43342216,85.86406492,91.58141996,187,
,,,,,,,,,76.68,48.01433215,71.49516739,78.14615958,188,
,,,,,,,,,156.722,44.94660448,61.9982101,82.55908477,92,
,,,,,,,,,120.106,49.72164566,72.7192886,81.9407829,84,
,,,,,,,,,70.456,29.12008819,83.68886967,57.24086792,204,
,,,,,,,,,91.738,47.44037669,73.19707445,92.11645057,105,
,,,,,,,,,100.384,47.14402808,76.42082526,81.44526502,111,
,,,,,,,,,100.678,77.62626762,61.41074303,83.82375965,118,
,,,,,,,,,141.514,78.77019246,98.90919291,63.33370604,98,
,,,,,,,,,141.918,19.06042248,93.29891373,89.41546038,112,
,,,,,,,,,125.978,77.68385441,94.3383163,55.87973337,75,
,,,,,,,,,135.834,30.76357152,87.83956697,70.500571,94,
,,,,,,,,,124.602,62.31916952,99.47713842,67.01477248,89,
,,,,,,,,,76.502,61.78731736,76.59170523,79.94715506,198,
,,,,,,,,,142.596,15.42036456,71.56700161,81.42095417,103,
